@relation v1

@attribute id real
@attribute type real
@attribute language real
@attribute parent_id real
@attribute pub_date real
@attribute rec_date real
@attribute category_id real
@attribute author_id real
@attribute views real

@data
8212,16,1,8147,14332,14305,155,5074,43
8213,16,1,8147,14332,14305,155,5073,201
8241,14,1,7229,14335,14278,268,5089,428
8242,14,1,7229,14335,14273,136,413,902
8243,14,1,7229,14335,14277,136,5090,363
8244,14,1,7229,14335,14277,136,5091,697
8245,14,1,7229,14335,14279,136,5092,426
8246,14,1,7229,14335,14281,136,405,440
8247,16,1,3854,14332,14217,16,3044,165
8248,16,1,3854,14332,14062,73,5078,222
8249,16,1,3854,14332,14217,16,5079,77
8250,16,1,4337,14332,14217,16,4409,112
8251,16,1,4337,14332,14217,16,5080,115
8253,16,1,103,14332,14306,219,5081,164
8259,7,6,8255,14339,13920,219,5082,43
8260,7,6,8255,14339,13920,219,5083,59
8261,7,6,8255,14339,13921,219,5084,18
8262,7,6,8255,14339,13921,219,5083,24
8263,7,6,8255,14339,13921,219,5086,17
8264,7,6,8255,14339,13922,219,5087,21
8265,7,6,8255,14339,13922,219,5088,25
8266,7,6,8255,14339,13922,219,5088,51
8267,7,6,8255,14339,13923,219,5088,9
8268,7,6,8255,14339,13923,219,5086,10
8269,7,6,8255,14339,13923,219,5083,87
8270,7,6,8255,14339,13924,219,5086,14
8271,7,6,8255,14339,13924,219,5088,35
8274,16,3,8273,14340,14334,168,5093,142
8373,16,1,8344,14350,14335,67,340,149
8374,16,1,8344,14350,14335,34,5163,102
8396,16,3,8273,14350,14331,168,1379,226
8411,16,1,6487,14351,14327,169,4061,23
8412,16,1,6487,14351,14327,169,4063,50
8413,13,1,6487,14351,14327,169,4062,7
8414,16,1,6487,14351,14293,169,5198,26
8415,16,1,6487,14351,14327,169,4062,16
8428,16,1,8339,14382,14351,16,3370,1204
8465,16,1,8339,14382,14351,16,3370,439
8466,16,1,8339,14382,14351,16,3370,435
8467,16,1,8339,14382,14351,16,3370,276
8496,16,1,8339,14382,14351,16,3370,189
8497,16,1,8339,14382,14351,16,3370,152
8498,7,1,6583,14375,13963,156,1783,131
8500,16,1,8339,14382,14351,16,3370,192
8501,16,1,8339,14382,14351,16,3370,378
8502,16,1,8339,14382,14351,16,3370,437
8503,16,1,8339,14382,14351,16,3370,181
8504,16,1,8339,14382,14351,16,3370,980
8505,16,1,8339,14382,14351,16,3370,213
8506,16,1,8339,14382,14351,16,3370,217
8507,16,1,8339,14382,14351,16,3370,520
8508,16,1,8339,14382,14351,16,3370,233
8509,16,1,8339,14382,14351,16,3370,130
8510,16,1,8339,14382,14351,16,3370,70
8511,16,1,8339,14382,14349,16,3370,59
8512,16,1,8339,14382,14349,16,3370,157
8513,16,1,8339,14382,14349,16,3370,112
8515,9,3,8472,14382,14140,158,5220,33
8517,9,3,8472,14382,14334,158,2344,14
8518,16,3,8472,14382,14349,158,3238,22
8519,16,3,8472,14382,14349,158,5219,55
8520,16,1,8472,14382,14351,158,5220,27
8521,5,3,8472,14382,14351,158,3238,15
8522,16,3,8472,14382,14349,158,5137,61
8548,16,1,8482,14384,14357,166,5263,611
8556,16,3,8557,14382,14349,91,4038,106
8593,14,1,8480,14390,14354,36,974,361
8673,7,1,6583,14404,14386,156,1783,519
8674,7,1,6583,14404,14391,156,1783,215
8930,9,1,8880,14452,14379,52,5629,16
8931,16,1,8880,14452,14379,52,5630,28
8932,16,1,8880,14452,14379,52,5631,27
8933,16,1,8880,14452,14379,52,5632,15
8934,16,1,8880,14452,14379,52,5633,12
8935,16,1,8880,14452,14379,52,5632,14
8936,16,1,8880,14452,14379,52,2593,49
8937,16,1,8880,14452,14379,52,5634,26
8938,16,1,8880,14452,14379,52,5635,33
8939,16,1,8880,14452,14379,52,5636,47
8940,16,1,8880,14452,14379,52,5637,81
8942,16,1,8880,14452,14379,52,5631,5
9039,16,3,6767,14441,14441,92,1355,52
9040,13,1,6767,14441,14412,92,4494,51
9044,9,3,6767,14441,14441,92,1398,39
9048,16,3,6767,14441,14390,92,5644,105
9122,9,1,8596,14447,14442,136,5738,106
9123,12,1,8596,14447,14438,136,5739,435
9124,12,1,8596,14447,14441,136,5740,210
9125,16,1,8596,14447,14439,136,5742,74
9126,4,1,8596,14459,14423,136,5863,89
9127,16,1,8596,14447,14440,136,566,316
9128,16,1,8596,14447,14441,136,5408,292
9129,16,1,8596,14447,14441,136,5743,119
9130,12,1,8596,14447,14439,136,5741,131
9131,12,1,8596,14447,14439,136,5736,680
9132,12,1,8596,14447,14439,136,1505,145
9133,12,1,8596,14447,14439,136,2656,384
9334,12,1,9118,14454,14440,27,5818,360
9335,16,1,9118,14454,14441,136,5819,46
9336,12,1,9118,14454,14441,136,1786,286
9390,16,1,9343,14482,14411,36,5935,114
9434,16,1,8877,14459,14436,67,2388,185
9522,14,1,9344,14482,14413,25,5986,668
9647,16,1,0,14504,14501,106,6058,486
9683,16,3,3783,14502,14321,31,6079,66
9737,14,1,9597,14550,14486,34,504,6216
9738,14,1,9597,14550,14486,16,371,1585
9739,14,1,9597,14550,14486,16,5996,3378
9740,14,1,9597,14550,14487,16,387,2721
9741,14,1,9597,14550,14487,16,332,682
9742,14,1,9597,14550,14488,16,6303,1029
9743,14,1,9597,14550,14489,16,3597,1123
9744,14,1,9597,14550,14490,16,337,689
9745,14,1,9597,14550,14490,16,1804,574
9746,14,1,9597,14550,14490,16,312,374
9748,14,1,9597,14550,14492,16,657,637
9749,14,1,9597,14550,14491,16,1805,933
9750,14,1,9597,14550,14494,16,1499,471
9751,14,1,9597,14550,14492,16,1562,399
9753,14,1,9597,14550,14494,16,2280,531
9754,14,1,9597,14550,14494,16,6025,846
9755,14,1,9597,14550,14495,16,6304,746
9756,14,1,9597,14550,14495,16,4409,312
9757,14,1,9597,14550,14496,16,302,350
9758,14,1,9597,14550,13830,16,564,2422
9761,16,1,4905,14553,14034,27,6419,18
9786,10,1,4905,14553,14033,27,6418,10
9787,10,1,4905,14553,14033,27,2597,20
9788,10,1,4905,14585,14034,27,6532,24
9789,10,1,4905,14585,14034,27,1379,32
9790,10,1,4905,14585,14034,27,2797,120
9791,10,1,4905,14553,14034,27,3449,242
9792,10,1,4905,14553,14034,27,1379,11
9793,10,1,4905,14553,14034,27,3473,12
9977,16,1,6584,14540,14516,149,6334,644
9998,16,1,6487,14559,14377,169,6323,10
9999,16,1,6487,14559,14377,169,6324,14
10002,16,1,6487,14559,14377,169,4062,4
10004,16,1,6487,14559,14500,169,4064,15
10007,16,1,6487,14559,14377,169,6325,13
10043,9,3,9603,14544,14517,90,5520,17
10044,9,3,9603,14544,14517,90,6198,16
10045,9,3,9603,14544,14517,90,31,56
10046,16,3,9603,14544,14517,90,6380,46
10047,16,3,9603,14544,14517,183,5513,128
10048,16,3,9603,14544,14517,181,6385,74
10049,16,3,9603,14544,14517,188,6386,39
10050,16,3,9603,14544,14517,195,6165,69
10104,7,1,6583,14532,14330,19,448,210
10446,13,1,6906,14551,14007,27,4387,38
10855,16,1,103,14580,14559,92,152,306
11063,16,3,6584,14589,14504,144,6578,156
11110,16,1,6584,14594,14305,60,6588,105
